mvo.vel_x,mvo.vel_y,mvo.vel_z,mvo.pos_x,mvo.pos_y,mvo.pos_z,imu.acc_x,imu.acc_y,imu.acc_z,imu.gyro_x,imu.gyro_y,imu.gyro_z,imu.q0,imu.q1,imu.q2, self.q3,imu.vg_x,imu.vg_y,imu.vg_z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.311143,0.136869,-1.017725,-0.565760,0.559263,-1.271815,0.954292,-0.122865,0.160013,-0.220516,0.000000,0.000000,0.413506
-0.010000,-0.250000,-0.040000,0.016278,0.001072,-0.012605,0.311143,0.136869,-1.017725,-0.565760,0.559263,-1.271815,0.954292,-0.122865,0.160013,-0.220516,0.000000,0.000000,0.413506
-0.010000,-0.250000,-0.040000,0.016278,0.001072,-0.012605,-0.014114,0.730579,-0.868270,-0.255622,0.032623,-2.317836,0.879837,-0.213361,0.146408,-0.398659,0.000000,0.000000,-0.066790
-0.010000,-0.250000,-0.040000,0.016278,0.001072,-0.012605,-0.137902,0.766864,-0.773187,-0.827248,1.128381,-0.892224,0.785794,-0.268288,0.178069,-0.528053,0.000000,0.000000,-0.333197
-0.260000,-0.040000,-0.120000,0.008238,-0.014741,-0.011825,-0.137902,0.766864,-0.773187,-0.827248,1.128381,-0.892224,0.785794,-0.268288,0.178069,-0.528053,0.000000,0.000000,-0.333197
-0.260000,-0.040000,-0.120000,0.008238,-0.014741,-0.011825,-0.307214,0.409109,-0.915547,0.219714,-0.033311,-1.499142,0.687144,-0.230851,0.228400,-0.649903,0.000000,0.000000,-0.220986
-0.260000,-0.040000,-0.120000,0.008238,-0.014741,-0.011825,0.103586,0.266995,-0.794614,0.066877,0.279857,-0.978384,0.647623,-0.190936,0.238679,-0.697968,0.000000,0.000000,-0.098255
-0.070000,-0.200000,0.280000,0.004976,-0.016865,-0.010762,0.103586,0.266995,-0.794614,0.066877,0.279857,-0.978384,0.647623,-0.190936,0.238679,-0.697968,0.000000,0.000000,-0.098255
-0.070000,-0.200000,0.280000,0.004976,-0.016865,-0.010762,0.080834,0.447723,-0.760146,-0.341494,-0.005401,-0.182074,0.598955,-0.202896,0.227796,-0.740402,0.000000,0.000000,0.399909
0.000000,0.060000,-0.100000,0.003308,-0.017285,-0.010736,0.080834,0.447723,-0.760146,-0.341494,-0.005401,-0.182074,0.598955,-0.202896,0.227796,-0.740402,0.000000,0.000000,0.399909
0.000000,0.060000,-0.100000,0.003308,-0.017285,-0.010736,0.191550,0.701378,-0.933661,-0.870521,0.081204,0.176735,0.584114,-0.212547,0.242983,-0.744711,0.000000,0.000000,0.223888
0.000000,0.060000,-0.100000,0.003308,-0.017285,-0.010736,-0.006820,0.696503,-0.734114,-0.308245,0.183414,-0.044998,0.569694,-0.207424,0.280040,-0.744313,0.000000,0.000000,0.201216
0.000000,0.060000,-0.100000,0.003308,-0.017285,-0.010736,-0.125585,0.545136,-0.681978,-0.855709,0.158936,-0.363514,0.544183,-0.237289,0.289156,-0.750965,0.000000,0.000000,0.359929
0.000000,0.060000,-0.100000,0.003308,-0.017285,-0.010736,0.070321,0.585004,-0.368913,-0.455900,0.569225,0.157255,0.532786,-0.212868,0.314946,-0.756066,0.000000,0.000000,0.563681
-0.040000,0.050000,-0.070000,-0.000990,-0.016353,-0.012514,0.070321,0.585004,-0.368913,-0.455900,0.569225,0.157255,0.532786,-0.212868,0.314946,-0.756066,0.000000,0.000000,0.563681
-0.040000,0.050000,-0.070000,-0.000990,-0.016353,-0.012514,0.152276,0.591821,-0.461921,-0.504473,-0.357790,-0.173457,0.533352,-0.251765,0.348633,-0.728426,0.000000,0.000000,0.996837
-0.040000,0.050000,-0.070000,-0.000990,-0.016353,-0.012514,-0.004859,1.058753,-0.525092,-0.400638,-1.045869,0.290166,0.551705,-0.363108,0.329867,-0.674508,0.000000,0.000000,0.802707
-0.040000,0.050000,-0.070000,-0.000990,-0.016353,-0.012514,-0.123452,1.141500,-0.605845,1.439288,0.480735,-0.247384,0.595301,-0.349771,0.251971,-0.678076,0.000000,0.000000,0.463792
0.220000,-0.030000,0.170000,0.004120,-0.017930,-0.009302,-0.123452,1.141500,-0.605845,1.439288,0.480735,-0.247384,0.595301,-0.349771,0.251971,-0.678076,0.000000,0.000000,0.463792
0.420000,0.010000,0.430000,0.009248,-0.016306,-0.008578,-0.123452,1.141500,-0.605845,1.439288,0.480735,-0.247384,0.595301,-0.349771,0.251971,-0.678076,0.000000,0.000000,0.463792
0.000000,0.000000,0.000000,0.011636,-0.016332,-0.004784,-0.123452,1.141500,-0.605845,1.439288,0.480735,-0.247384,0.595301,-0.349771,0.251971,-0.678076,0.000000,0.000000,0.463792
0.000000,0.000000,0.000000,0.011636,-0.016332,-0.004784,-0.009456,-0.007313,-0.998966,-0.001982,-0.000114,-0.000663,0.699329,-0.004841,-0.005090,-0.714765,0.000000,0.000000,0.154534
0.000000,0.000000,0.000000,0.011650,-0.016327,-0.004765,-0.009456,-0.007313,-0.998966,-0.001982,-0.000114,-0.000663,0.699329,-0.004841,-0.005090,-0.714765,0.000000,0.000000,0.154534
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.009456,-0.007313,-0.998966,-0.001982,-0.000114,-0.000663,0.699329,-0.004841,-0.005090,-0.714765,0.000000,0.000000,0.154534
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.011420,-0.005159,-0.987091,-0.003421,0.001945,-0.001289,0.699235,-0.004138,-0.005754,-0.714857,0.000000,0.000000,0.137924
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.011420,-0.005159,-0.987091,-0.003421,0.001945,-0.001289,0.699235,-0.004138,-0.005754,-0.714857,0.000000,0.000000,0.137924
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.011420,-0.005159,-0.987091,-0.003421,0.001945,-0.001289,0.699235,-0.004138,-0.005754,-0.714857,0.000000,0.000000,0.137924
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.012781,-0.006783,-0.995170,-0.002788,0.005829,-0.000730,0.699093,-0.002626,-0.005219,-0.715007,0.000000,0.000000,0.024275
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.013496,-0.006058,-0.996270,0.001623,0.001523,-0.001392,0.699228,-0.001646,-0.004612,-0.714882,0.000000,0.000000,0.005251
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.010409,-0.006760,-0.997406,-0.002273,-0.000021,-0.001466,0.699350,-0.001410,-0.004661,-0.714763,0.000000,0.000000,-0.000746
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.012384,-0.006563,-0.997985,-0.000314,-0.001723,-0.000056,0.699570,-0.001314,-0.004583,-0.714548,0.000000,0.000000,-0.003711
0.000000,0.000000,0.000000,0.011654,-0.016327,-0.004756,-0.012522,-0.007587,-0.995852,-0.000578,0.001101,-0.001310,0.699713,-0.001271,-0.004699,-0.714407,0.000000,0.000000,-0.006292
0.000000,0.000000,0.000000,0.011701,-0.016278,-0.004805,-0.012522,-0.007587,-0.995852,-0.000578,0.001101,-0.001310,0.699713,-0.001271,-0.004699,-0.714407,0.000000,0.000000,-0.006292
0.000000,0.000000,0.000000,0.011701,-0.016278,-0.004805,-0.013264,-0.007025,-1.001062,-0.001732,0.001362,0.000215,0.700119,-0.001214,-0.004820,-0.714009,0.000000,0.000000,-0.005350
0.000000,0.000000,0.000000,0.011701,-0.016278,-0.004805,-0.010023,-0.006373,-0.997393,-0.001241,0.001915,-0.003391,0.700235,-0.001257,-0.005012,-0.713893,0.000000,0.000000,0.007482
0.000000,0.000000,0.000000,0.011701,-0.016278,-0.004805,-0.010886,-0.006106,-0.996956,-0.001362,0.001727,-0.002114,0.700300,-0.001267,-0.005041,-0.713830,0.000000,0.000000,0.006750
0.000000,0.000000,0.000000,0.011701,-0.016278,-0.004805,-0.012835,-0.006645,-0.997894,-0.000005,-0.000255,-0.001745,0.700408,-0.001300,-0.005181,-0.713723,0.000000,0.000000,0.013604
0.000000,0.000000,0.000000,0.011727,-0.016266,-0.004784,-0.012835,-0.006645,-0.997894,-0.000005,-0.000255,-0.001745,0.700408,-0.001300,-0.005181,-0.713723,0.000000,0.000000,0.013604
0.000000,0.000000,0.000000,0.011727,-0.016266,-0.004784,-0.013152,-0.006334,-0.996502,-0.002148,0.000603,-0.001099,0.700592,-0.001371,-0.005275,-0.713542,0.000000,0.000000,-0.006384
0.000000,0.000000,0.000000,0.011727,-0.016266,-0.004784,-0.011524,-0.007592,-0.997837,-0.001924,-0.001644,-0.000390,0.700691,-0.001406,-0.005344,-0.713444,0.000000,0.000000,0.018252
0.000000,0.000000,0.000000,0.011738,-0.016260,-0.004780,-0.011524,-0.007592,-0.997837,-0.001924,-0.001644,-0.000390,0.700691,-0.001406,-0.005344,-0.713444,0.000000,0.000000,0.018252
0.000000,0.000000,0.000000,0.011738,-0.016260,-0.004780,-0.010945,-0.004891,-0.998924,-0.001488,-0.001261,0.001086,0.700744,-0.001407,-0.005355,-0.713392,0.000000,0.000000,0.026336
0.000000,0.000000,0.000000,0.011738,-0.016260,-0.004780,-0.011800,-0.007569,-0.996292,-0.001445,-0.000363,0.000034,0.700788,-0.001442,-0.005408,-0.713347,0.000000,0.000000,0.037560
0.000000,0.000000,0.000000,0.011742,-0.016258,-0.004777,-0.011800,-0.007569,-0.996292,-0.001445,-0.000363,0.000034,0.700788,-0.001442,-0.005408,-0.713347,0.000000,0.000000,0.037560
0.000000,0.000000,0.000000,0.011742,-0.016258,-0.004777,-0.010395,-0.007000,-0.999907,0.000032,0.000771,-0.000392,0.700854,-0.001490,-0.005430,-0.713283,0.000000,0.000000,0.041726
0.000000,0.000000,0.000000,0.011742,-0.016258,-0.004777,-0.011363,-0.006050,-0.997343,-0.003877,-0.000010,-0.001600,0.700910,-0.001512,-0.005450,-0.713227,0.000000,0.000000,0.044778
0.000000,0.000000,0.000000,0.011748,-0.016254,-0.004774,-0.011363,-0.006050,-0.997343,-0.003877,-0.000010,-0.001600,0.700910,-0.001512,-0.005450,-0.713227,0.000000,0.000000,0.044778
0.000000,0.000000,0.000000,0.011748,-0.016254,-0.004774,-0.012817,-0.006559,-0.998326,-0.002261,0.001160,0.000219,0.700990,-0.001524,-0.005456,-0.713149,0.000000,0.000000,0.019967
0.000000,0.000000,0.000000,0.011748,-0.016254,-0.004774,-0.012122,-0.006248,-0.996164,-0.002426,-0.002378,0.000929,0.701061,-0.001576,-0.005481,-0.713078,0.000000,0.000000,0.024160
0.000000,0.000000,0.000000,0.011754,-0.016250,-0.004773,-0.012122,-0.006248,-0.996164,-0.002426,-0.002378,0.000929,0.701061,-0.001576,-0.005481,-0.713078,0.000000,0.000000,0.024160
0.000000,0.000000,0.000000,0.011754,-0.016250,-0.004773,-0.012868,-0.006703,-0.997428,-0.001212,0.001085,-0.003593,0.701102,-0.001611,-0.005516,-0.713038,0.000000,0.000000,0.039717
0.000000,0.000000,0.000000,0.011754,-0.016250,-0.004773,-0.010774,-0.008349,-0.997992,-0.000989,-0.002864,-0.000512,0.701152,-0.001623,-0.005515,-0.712989,0.000000,0.000000,0.040038
0.000000,0.000000,0.000000,0.011758,-0.016248,-0.004771,-0.010774,-0.008349,-0.997992,-0.000989,-0.002864,-0.000512,0.701152,-0.001623,-0.005515,-0.712989,0.000000,0.000000,0.040038
0.000000,0.000000,0.000000,0.011758,-0.016248,-0.004771,-0.012189,-0.005544,-0.998217,-0.000399,-0.001199,-0.003128,0.701187,-0.001655,-0.005541,-0.712954,0.000000,0.000000,0.035978
0.000000,0.000000,0.000000,0.011758,-0.016248,-0.004771,-0.010690,-0.006476,-0.997338,-0.000193,-0.000260,-0.001036,0.701225,-0.001689,-0.005585,-0.712916,0.000000,0.000000,0.043320
0.000000,0.000000,0.000000,0.011762,-0.016246,-0.004769,-0.010690,-0.006476,-0.997338,-0.000193,-0.000260,-0.001036,0.701225,-0.001689,-0.005585,-0.712916,0.000000,0.000000,0.043320
0.000000,0.000000,0.000000,0.011762,-0.016246,-0.004769,-0.012566,-0.007462,-0.996924,0.000146,0.000932,0.000269,0.701284,-0.001722,-0.005570,-0.712858,0.000000,0.000000,0.032378
0.000000,0.000000,0.000000,0.011762,-0.016246,-0.004769,-0.011523,-0.005762,-0.998637,-0.001514,0.000352,-0.001248,0.701322,-0.001761,-0.005561,-0.712821,0.000000,0.000000,0.039091
0.000000,0.000000,0.000000,0.011765,-0.016244,-0.004768,-0.011523,-0.005762,-0.998637,-0.001514,0.000352,-0.001248,0.701322,-0.001761,-0.005561,-0.712821,0.000000,0.000000,0.039091
0.000000,0.000000,0.000000,0.011765,-0.016244,-0.004768,-0.011409,-0.005959,-0.995240,-0.001423,-0.000531,-0.001592,0.701350,-0.001766,-0.005620,-0.712793,0.000000,0.000000,0.009377
0.000000,0.000000,0.000000,0.011765,-0.016244,-0.004768,-0.011077,-0.008141,-0.994393,-0.001120,-0.002697,-0.001179,0.701377,-0.001805,-0.005674,-0.712766,0.000000,0.000000,0.011414
0.000000,0.000000,0.000000,0.011768,-0.016243,-0.004764,-0.011077,-0.008141,-0.994393,-0.001120,-0.002697,-0.001179,0.701377,-0.001805,-0.005674,-0.712766,0.000000,0.000000,0.011414
0.000000,0.000000,0.000000,0.011768,-0.016243,-0.004764,-0.011912,-0.006978,-0.998197,-0.002808,0.002484,-0.000970,0.701414,-0.001823,-0.005689,-0.712729,0.000000,0.000000,0.016314
0.000000,0.000000,0.000000,0.011768,-0.016243,-0.004764,-0.013367,-0.006966,-0.996108,-0.000034,0.001796,0.001090,0.701448,-0.001836,-0.005709,-0.712695,0.000000,0.000000,0.040317
0.000000,0.000000,0.000000,0.011772,-0.016240,-0.004762,-0.013367,-0.006966,-0.996108,-0.000034,0.001796,0.001090,0.701448,-0.001836,-0.005709,-0.712695,0.000000,0.000000,0.040317
0.000000,0.000000,0.000000,0.011772,-0.016240,-0.004762,-0.011616,-0.006170,-0.997797,-0.001110,0.000483,0.000940,0.701487,-0.001854,-0.005735,-0.712657,0.000000,0.000000,0.028390
0.000000,0.000000,0.000000,0.011772,-0.016240,-0.004762,-0.013928,-0.004986,-0.995341,-0.000132,0.001208,-0.001891,0.701515,-0.001884,-0.005745,-0.712629,0.000000,0.000000,0.010178
0.000000,0.000000,0.000000,0.011773,-0.016240,-0.004761,-0.013928,-0.004986,-0.995341,-0.000132,0.001208,-0.001891,0.701515,-0.001884,-0.005745,-0.712629,0.000000,0.000000,0.010178
0.000000,0.000000,0.000000,0.011773,-0.016240,-0.004761,-0.012400,-0.006328,-0.995678,-0.000499,-0.000918,-0.000225,0.701531,-0.001917,-0.005776,-0.712613,0.000000,0.000000,0.016968
0.000000,0.000000,0.000000,0.011773,-0.016240,-0.004761,-0.011303,-0.006214,-0.998431,-0.002151,-0.000515,-0.001116,0.701557,-0.001970,-0.005810,-0.712587,0.000000,0.000000,-0.001458
0.000000,0.000000,0.000000,0.011776,-0.016239,-0.004758,-0.011303,-0.006214,-0.998431,-0.002151,-0.000515,-0.001116,0.701557,-0.001970,-0.005810,-0.712587,0.000000,0.000000,-0.001458
0.000000,0.000000,0.000000,0.011776,-0.016239,-0.004758,-0.011705,-0.006399,-0.998117,-0.000487,-0.001593,-0.001498,0.701578,-0.001980,-0.005834,-0.712566,0.000000,0.000000,-0.010187
0.000000,0.000000,0.000000,0.011776,-0.016239,-0.004758,-0.011705,-0.006399,-0.998117,-0.000487,-0.001593,-0.001498,0.701578,-0.001980,-0.005834,-0.712566,0.000000,0.000000,-0.010187
0.000000,0.000000,0.000000,0.011776,-0.016239,-0.004758,-0.011489,-0.006945,-0.996373,0.000544,-0.001110,-0.000598,0.701605,-0.001986,-0.005858,-0.712540,0.000000,0.000000,-0.013864
0.000000,0.000000,0.000000,0.011778,-0.016238,-0.004755,-0.011489,-0.006945,-0.996373,0.000544,-0.001110,-0.000598,0.701605,-0.001986,-0.005858,-0.712540,0.000000,0.000000,-0.013864
0.000000,0.000000,0.000000,0.011778,-0.016238,-0.004755,-0.011907,-0.006055,-0.995767,-0.001885,0.000472,-0.001197,0.701618,-0.001986,-0.005894,-0.712527,0.000000,0.000000,-0.017078
0.000000,0.000000,0.000000,0.011778,-0.016238,-0.004755,-0.011267,-0.005403,-0.997333,-0.002466,0.001986,-0.000612,0.701641,-0.002038,-0.005871,-0.712504,0.000000,0.000000,-0.031824
0.000000,0.000000,0.000000,0.011779,-0.016237,-0.004755,-0.011267,-0.005403,-0.997333,-0.002466,0.001986,-0.000612,0.701641,-0.002038,-0.005871,-0.712504,0.000000,0.000000,-0.031824
0.000000,0.000000,0.000000,0.011779,-0.016237,-0.004755,-0.012345,-0.006144,-0.997570,-0.003632,-0.000230,-0.000097,0.701672,-0.002031,-0.005881,-0.712473,0.000000,0.000000,-0.025926
0.000000,0.000000,0.000000,0.011779,-0.016237,-0.004755,-0.011745,-0.007427,-0.998708,-0.001197,-0.001801,0.000025,0.701697,-0.002038,-0.005873,-0.712448,0.000000,0.000000,-0.024450
0.000000,0.000000,0.000000,0.011782,-0.016235,-0.004754,-0.011745,-0.007427,-0.998708,-0.001197,-0.001801,0.000025,0.701697,-0.002038,-0.005873,-0.712448,0.000000,0.000000,-0.024450
0.000000,0.000000,0.000000,0.011782,-0.016235,-0.004754,-0.012161,-0.006517,-0.996979,-0.000596,-0.000369,-0.002338,0.701706,-0.002044,-0.005891,-0.712439,0.000000,0.000000,-0.010880
0.000000,0.000000,0.000000,0.011782,-0.016235,-0.004754,-0.012243,-0.007328,-0.996295,-0.002421,-0.000598,-0.000385,0.701741,-0.002067,-0.005915,-0.712405,0.000000,0.000000,-0.016333
0.000000,0.000000,0.000000,0.011784,-0.016234,-0.004754,-0.012243,-0.007328,-0.996295,-0.002421,-0.000598,-0.000385,0.701741,-0.002067,-0.005915,-0.712405,0.000000,0.000000,-0.016333
0.000000,0.000000,0.000000,0.011784,-0.016234,-0.004754,-0.012635,-0.005620,-0.996108,-0.003860,-0.001403,-0.000065,0.701786,-0.002100,-0.005909,-0.712360,0.000000,0.000000,-0.009480
0.000000,0.000000,0.000000,0.011784,-0.016234,-0.004754,-0.013744,-0.006640,-0.998551,-0.003116,-0.000612,-0.002104,0.701802,-0.002122,-0.005932,-0.712344,0.000000,0.000000,-0.010205
0.000000,0.000000,0.000000,0.011787,-0.016233,-0.004751,-0.013744,-0.006640,-0.998551,-0.003116,-0.000612,-0.002104,0.701802,-0.002122,-0.005932,-0.712344,0.000000,0.000000,-0.010205
0.000000,0.000000,0.000000,0.011787,-0.016233,-0.004751,-0.013212,-0.006796,-0.997195,-0.001138,0.002675,-0.000626,0.701839,-0.002167,-0.005965,-0.712308,0.000000,0.000000,-0.018649
0.000000,0.000000,0.000000,0.011787,-0.016233,-0.004751,-0.011292,-0.006706,-0.998125,-0.002268,0.000265,-0.002773,0.701849,-0.002171,-0.005988,-0.712297,0.000000,0.000000,0.009608
0.000000,0.000000,0.000000,0.011789,-0.016231,-0.004749,-0.011292,-0.006706,-0.998125,-0.002268,0.000265,-0.002773,0.701849,-0.002171,-0.005988,-0.712297,0.000000,0.000000,0.009608
0.000000,0.000000,0.000000,0.011789,-0.016231,-0.004749,-0.013569,-0.005333,-0.996203,-0.001936,0.001758,-0.002015,0.701871,-0.002167,-0.005995,-0.712276,0.000000,0.000000,0.019370
0.000000,0.000000,0.000000,0.011789,-0.016231,-0.004749,-0.011323,-0.006815,-0.996641,-0.002478,-0.000393,-0.003604,0.701879,-0.002189,-0.006022,-0.712267,0.000000,0.000000,0.024050
0.000000,0.000000,0.000000,0.011790,-0.016231,-0.004748,-0.011323,-0.006815,-0.996641,-0.002478,-0.000393,-0.003604,0.701879,-0.002189,-0.006022,-0.712267,0.000000,0.000000,0.024050
